Site,URL
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.428453,30.564037,3a,75y,213h,91.81t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgID6vMyZCg!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HZRAwzKImn3J9dohRyvB_hBkvVNZtYQa7hQ16rJu0Ot2BCwnd1nHvHE4wDUOIQWM5cfWS6xjJsLBvKfVch4iANqgZAYCxEYxOC6BARxG--INtsxhcRQRlZVUSb6Gmsd0Li9nZ4H%3Dw900-h600-k-no-pi-1.8141592418408976-ya4.606213321563786-ro0-fo100!7i12000!8i6000!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4267294,30.5631373,3a,75y,7.77h,95.99t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgID8janavAE!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HaX9wz0ALdQEpnG8EO_06ZXCLxr_Hqgeeh8uHnHY1eWxVyxk-KHrRqmnMiRScAYtxiD5UZJNLffNV8ZU18US1wCAVd8MqohO4O7zFz14_pBXiJBZphqbUPwtnshqn-_H0_V0wIHLg%3Dw900-h600-k-no-pi-5.992738404816549-ya4.628621628973235-ro0-fo100!7i8192!8i4096!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4266383,30.5630275,3a,75y,277.71h,77.55t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgICE9ofXJQ!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HZ-Migd4BZFK58608QNmacAXt9RAlUM2iNBQZEN24q7PcvdhCAjXLx17a3b-ie7S5cYrr138f0C38cgUFNsKHVyPmyFvlO49_dg1G3ID-PMQIKlo7uOMJfkUykMg4Mqm1tM5DQ%3Dw900-h600-k-no-pi12.453908163695417-ya277.7119886708316-ro0-fo100!7i12348!8i6174!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4265249,30.5630521,3a,75y,128.64h,86.68t/data=!3m8!1e1!3m6!1sCIHM0ogKEMmj6PCGsbTLrAE!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6Hbz2Xp2mQbvHepk2IuYRiUhwPJqnQLGWl6Voqlk6BCwXC5h9EXZTg-UCGVgNh3QebzSjRvPghM-KYOB1JrO73De35TfmTON1MUUAjvdLzVJSGwOQgUteEWFLIJRUsnq6v_K2AOW%3Dw900-h600-k-no-pi3.3153208483219885-ya310.6372961051583-ro0-fo100!7i8704!8i4352!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4265249,30.5630521,3a,75y,11.13h,95.43t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgICGv8O28AE!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HZMm0EX6bym1Bq0t_xxiXHdTYnzYZFHWIX5xFYY5D2CUoiXM7rlHE1_AV_SZKrozrXAsPz59KUqakcQ_1Y1_rfthhZHkrROYoSxJQZJmSD_2S9FFu8gHqy5AmCivulC__x2sjhq%3Dw900-h600-k-no-pi-5.425703687254696-ya11.132202413525436-ro0-fo100!7i6000!8i3000!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4265826,30.5630543,3a,75y,88.66h,91.16t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgIDkhuKtjQE!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HZUdQbHvfjDp0wEnA5Ym78t7XSVT94U_YpnCfRWbGbwUvYAKSSItiuJ8h2TDxwA2k2EGFYRAcSsIr5_Oj7T0ZSTzVsWttcUowKgk-2fDdBnR8QXJfUiXRyDuFnLlusF82ifKf0Z%3Dw900-h600-k-no-pi-1.1615814035389747-ya319.661521014432-ro0-fo100!7i8704!8i4352!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4268407,30.5634471,3a,75y,241.62h,82.84t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgID8jam8jwE!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HYroWt5eEhMjj5Mv1lZhsG1RHPEkOddrcF-1Tc8ynDvHrCxfAp3IADrOIU4Nzc4ts1uCDmCnODCBELRaR87dezxQEr7jqU2q50R1yTt-M-Rjyql0Bg84X2yOWmmou9ahNW9Elcw3A%3Dw900-h600-k-no-pi7.162894144809513-ya0.9574597303072778-ro0-fo100!7i8192!8i4096!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4265927,30.5630637,3a,75y,22.09h,97.52t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgICkgPDzMg!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HbmYvRCEzVlBrnWbNkoK5kmkfxSpE6hsDAlZoB2qvygkTfymi6RdrDRDiKiQV75EjcbZTOiBGK57p7zhHUNJaWKxL8XpsO1lJgykyr0_qIhj7Yc2Q1QfczK9NHiSo9AXceLUG0s%3Dw900-h600-k-no-pi-7.519045619759893-ya22.089850868884977-ro0-fo100!7i10000!8i5000!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Ukrainian+Motherland+Monument/@50.4265826,30.5630543,3a,75y,192.64h,90.25t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgIDyybLWZQ!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HYmoCWKAsN42AxGWW1ibMnRtwKipzmb6L4EWirqnQ7eGSOuoQShl9-_Tg5u4tvCs8weAJ-n-O7xGZqwGuBCLmQyMuhaG-dWu8Khr3-jgQK7TrJJ1_EbpcvJGXNlk9d_Z_7rD1sL%3Dw900-h600-k-no-pi-0.24848203635164623-ya192.6442749942922-ro0-fo100!7i8192!8i4096!4m9!3m8!1s0x40d4cf76e65d4dad:0x247b398f405dff8f!8m2!3d50.4265249!4d30.5630521!10e5!14m1!1BCgIgARICCAI!16s%2Fm%2F04jpnty?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
Princess Olga,"https://www.google.com/maps/place//@50.4563161,30.5227142,3a,75y,13.02h,98.54t/data=!3m8!1e1!3m6!1sAF1QipOMrv1xDGvTgQZFxwprImRcGwW-QYAOYqsQEvI5!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HZVTMXSo7p9TniDBNF330uSsOWPsIkK926U5xAfXD2xAVLFPQUNRSCRUmmmg8AzSPeo0MUBrTCUNaoD15ltjdI--vQqrdwGOWM_zWO-0w_hSmkrB8U666lsPMjig7hLZxt2c3s%3Dw900-h600-k-no-pi-8.540183907440806-ya9.831939529194871-ro0-fo100!7i7744!8i3872!4m4!3m3!10e5!14m1!1BCgIgARICCAI?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/@50.4553353,30.5204777,3a,75y,332.51h,104.56t/data=!3m8!1e1!3m6!1sAF1QipOOHXfQ7LYMXmXMuDBzmjKnPJrwDRjdhwctWNkg!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fp%2FAF1QipOOHXfQ7LYMXmXMuDBzmjKnPJrwDRjdhwctWNkg%3Dw900-h600-k-no-pi-14.560000000000002-ya354.17720581054687-ro0-fo100!7i11902!8i5951?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
Tatiana Marcus,"https://www.google.com/maps/place/Monument+Tatiana+Marcus/@50.4713015,30.4494405,3a,75y,61.62h,91.37t/data=!3m8!1e1!3m6!1sAF1QipOuIzYJpKxUQ6nIQLMWuKz2gIr6YIGau0ZK_OU_!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fp%2FAF1QipOuIzYJpKxUQ6nIQLMWuKz2gIr6YIGau0ZK_OU_%3Dw900-h600-k-no-pi-1.3700000000000045-ya3.6199999999999974-ro0-fo100!7i10240!8i5120!4m18!1m8!3m7!1s0x40d4cdc9918b1591:0xab4e0e3ec0fd914b!2sMonument+Tatiana+Marcus!8m2!3d50.4704723!4d30.4475483!10e5!16s%2Fg%2F119pg7chm!3m8!1s0x40d4cdc9918b1591:0xab4e0e3ec0fd914b!8m2!3d50.4704723!4d30.4475483!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F119pg7chm?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
Babin Yar,"https://www.google.com/maps/place/Monument+Tatiana+Marcus/@50.4712478,30.4492308,3a,75y,348.68h,106.53t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgIC669eSYg!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HYO2oA0QtRRCKa_EQz_MhDdvLCs4vr9Fuq87aG0kf8u6XgZZmyqyk7cW-DkubKmV6n5aSH9PspUAIfWPXOn4F8Ep0J3v9fRGFgzWVbrx5X5YOFX69HBXcoiNztNQYxBojfdqOVN%3Dw900-h600-k-no-pi-16.534633643930135-ya193.67540866013246-ro0-fo100!7i5632!8i1948!4m18!1m8!3m7!1s0x40d4cdc9918b1591:0xab4e0e3ec0fd914b!2sMonument+Tatiana+Marcus!8m2!3d50.4704723!4d30.4475483!10e5!16s%2Fg%2F119pg7chm!3m8!1s0x40d4cdc9918b1591:0xab4e0e3ec0fd914b!8m2!3d50.4704723!4d30.4475483!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F119pg7chm?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Monument+to+the+children+shot+in+Babyn+Yar/@50.4743077,30.4501756,3a,79.5y,204.58h,93.05t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgIDU1aiXEg!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HbtZQ1ZNb9HWXRMtn_LmY7H2Nd_ho1Mwsn_sGVO_xfr5WwJaxTzDbZSQ38RL7nxWXp1aqyIaYcP0G3xeibbnhvJBGoYrMY5sZs4t-1uUtQXIWQJGcu5tjLugUXFsaTXu4wuVCE%3Dw900-h600-k-no-pi-3.045150767189213-ya172.58485056809158-ro0-fo100!7i10240!8i5120!4m13!1m2!2m1!1sbabyn+yar+holocaust+memorial+center!3m9!1s0x40d4cdc80306aa0d:0x7c7eecf36ba0bf0c!8m2!3d50.4743077!4d30.4501756!10e5!14m1!1BCgIgARICCAI!15sCiNiYWJ5biB5YXIgaG9sb2NhdXN0IG1lbW9yaWFsIGNlbnRlclolIiNiYWJ5biB5YXIgaG9sb2NhdXN0IG1lbW9yaWFsIGNlbnRlcpIBCXNjdWxwdHVyZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObWFXWllTRzluUlJBQqoBaxABKh0iGWhvbG9jYXVzdCBtZW1vcmlhbCBjZW50ZXIoADIfEAEiG_FKX-x4jOdFAwC54i0nuNvlo2AJ3DyUfUNvOjInEAIiI2JhYnluIHlhciBob2xvY2F1c3QgbWVtb3JpYWwgY2VudGVy4AEA-gEECAAQIw!16s%2Fg%2F119x70m43?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Monument+to+the+children+shot+in+Babyn+Yar/@50.4713883,30.4491667,3a,75y,0.91h,77.88t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgID4nqPVAg!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HY2v2ZOhumatYYpiuqL1KkM9IHID7SkXNsbtfQLb0Jj4XugrXVq0TsvNwinKb09bPVtG8fR597bM42iTH1T75OR5R2hxJwY0QzFP5iIb5sG-EUUzXdjmO2lLO4-ZR0FH3oQMOQ%3Dw900-h600-k-no-pi12.118970785840787-ya0.9090339222058113-ro0-fo100!7i7071!8i3536!4m13!1m2!2m1!1sbabyn+yar+holocaust+memorial+center!3m9!1s0x40d4cdc80306aa0d:0x7c7eecf36ba0bf0c!8m2!3d50.4743077!4d30.4501756!10e5!14m1!1BCgIgARICCAI!15sCiNiYWJ5biB5YXIgaG9sb2NhdXN0IG1lbW9yaWFsIGNlbnRlclolIiNiYWJ5biB5YXIgaG9sb2NhdXN0IG1lbW9yaWFsIGNlbnRlcpIBCXNjdWxwdHVyZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObWFXWllTRzluUlJBQqoBaxABKh0iGWhvbG9jYXVzdCBtZW1vcmlhbCBjZW50ZXIoADIfEAEiG_FKX-x4jOdFAwC54i0nuNvlo2AJ3DyUfUNvOjInEAIiI2JhYnluIHlhciBob2xvY2F1c3QgbWVtb3JpYWwgY2VudGVy4AEA-gEECAAQIw!16s%2Fg%2F119x70m43?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Monument+to+the+children+shot+in+Babyn+Yar/@50.4714639,30.4491673,3a,75y,188.33h,74.52t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgID4nqPVfA!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HYKfQVtSuCDFnlFeY9dKRmJ_7RmeU8Pbtgfnq9dCHLlySCBf7sl_umDR4Liq-yFYAXI1Nv1tVLB2NUVNCylkq8TOL2n85NmXnhCpNPaTegjg49ZALkf7PRkl75OHl4NPmvHaSvL%3Dw900-h600-k-no-pi15.47541262632727-ya7.455936765895444-ro0-fo100!7i7071!8i3536!4m13!1m2!2m1!1sbabyn+yar+holocaust+memorial+center!3m9!1s0x40d4cdc80306aa0d:0x7c7eecf36ba0bf0c!8m2!3d50.4743077!4d30.4501756!10e5!14m1!1BCgIgARICCAI!15sCiNiYWJ5biB5YXIgaG9sb2NhdXN0IG1lbW9yaWFsIGNlbnRlclolIiNiYWJ5biB5YXIgaG9sb2NhdXN0IG1lbW9yaWFsIGNlbnRlcpIBCXNjdWxwdHVyZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObWFXWllTRzluUlJBQqoBaxABKh0iGWhvbG9jYXVzdCBtZW1vcmlhbCBjZW50ZXIoADIfEAEiG_FKX-x4jOdFAwC54i0nuNvlo2AJ3DyUfUNvOjInEAIiI2JhYnluIHlhciBob2xvY2F1c3QgbWVtb3JpYWwgY2VudGVy4AEA-gEECAAQIw!16s%2Fg%2F119x70m43?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
Catherine the Great,"https://www.google.com/maps/@59.9334345,30.3372619,3a,75y,220.5h,109.5t/data=!3m8!1e1!3m6!1sAF1QipP0wnvGtZ1xrHLc37ZZPxPuJLxawd7LE0_wNcxp!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fp%2FAF1QipP0wnvGtZ1xrHLc37ZZPxPuJLxawd7LE0_wNcxp%3Dw900-h600-k-no-pi-19.50282537819274-ya36.49937420548369-ro0-fo100!7i10240!8i5120?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Monument+to+Catherine+II/@59.9334965,30.3370362,3a,75y,4.95h,108.01t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgICC4qiUQA!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HYsBvR5IZtWJMJJEKoaZ0Mf318C5qQDn0rcyQsPeRAJJKl1F37RjdZQpQ1-W7o7m699Ahql-Sse7rEaNffttc94kYeX23LBq_V1L2l3vFw3Z7CvQlXV8Llf0VFoWby1v844UY0s%3Dw900-h600-k-no-pi-18.00954894369822-ya4.9456378534230225-ro0-fo100!7i5760!8i2880!4m9!3m8!1s0x469631081a398775:0x58e73428685928b6!8m2!3d38.1887245!4d-85.6760015!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1hb_gtdgt?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Monument+to+Catherine+II/@59.9333726,30.3369674,3a,75y,285.26h,105.53t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgICk3qW7XQ!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HaB2eoEGSytDNxJYto6KYSbGO6BM1-c13wJy_KprY-t8fO1m-zKR0a3V-wSpEWdhLRzlNCR-ad6OLpP4hFvoYXxF1piuz9PiHiPF02zd35VDpWB0n0yNqfCy11a7FZ0fYjfKVTe%3Dw900-h600-k-no-pi-15.530550000000005-ya285.25723-ro0-fo100!7i5472!8i2736!4m9!3m8!1s0x469631081a398775:0x58e73428685928b6!8m2!3d38.1887245!4d-85.6760015!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F1hb_gtdgt?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
Smolny Institute,"https://www.google.com/maps/place/Smol'nyy+Cathedral/@59.9498314,30.3948795,3a,75y,0.47h,84.6t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgICExMTt0gE!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HZKkBinsLvJRgcWTG0-BN-Bc1PwFF9_umB2fajzBoTkN597-PGaGTPbWqhF_DxmIz04jdwN0ISOiO3MZFgA5v8LcKQMK3OJIRvyi6wuMZ9Q5K_SflExd-Pn5-JbcTKgnLnd-XtQEw%3Dw900-h600-k-no-pi5.396560636332538-ya0.4724630689885365-ro0-fo100!7i8000!8i4000!4m9!3m8!1s0x4696318ed0f04fcd:0xe31cdead9455294e!8m2!3d59.9489622!4d30.3953743!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F121vfh5t?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/place/Smol'nyy+Cathedral/@59.948899,30.394542,3a,75y,94.57h,89.93t/data=!3m8!1e1!3m6!1sCIHM0ogKEICAgICcyrLCGg!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fgpms-cs-s%2FAB8u6HauROa3NorcYTaTUGI0H18QGfIP5HGu3xOBk1fLuOFx8vGWXNL471obIIEadsJDT8iP1QqvLKzn5equvEBiFYIC2g-cFrMsem33Z-PcV4SrprileRVDjjuHR1b81AOQnX2iEbIx%3Dw900-h600-k-no-pi0.06778333178161233-ya4.134966183531475-ro0-fo100!7i6000!8i3000!4m9!3m8!1s0x4696318ed0f04fcd:0xe31cdead9455294e!8m2!3d59.9489622!4d30.3953743!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F121vfh5t?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
Anna Akhmatova,"https://www.google.com/maps/place/Monument+to+Anna+Akhmatova/@59.9491667,30.3636112,3a,75y,16.18h,102.72t/data=!3m8!1e1!3m6!1sAF1QipM2eM1AXvRM1U7UP0O0UhRVwzFQ4IIPbrM5MakR!2e10!3e11!6shttps:%2F%2Flh3.googleusercontent.com%2Fp%2FAF1QipM2eM1AXvRM1U7UP0O0UhRVwzFQ4IIPbrM5MakR%3Dw900-h600-k-no-pi-12.724541968744276-ya16.184860639035662-ro0-fo100!7i7776!8i3888!4m9!3m8!1s0x4696319d14bcbdc7:0xa644f55ea8feed6a!8m2!3d59.9491667!4d30.3636112!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F11fv4v1svt?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"
,"https://www.google.com/maps/@59.9497507,30.363665,3a,47.8y,185.37h,87.23t/data=!3m7!1e1!3m5!1sSg1X7cgNgvW5sf7UA4n0VA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D2.7650895481708346%26panoid%3DSg1X7cgNgvW5sf7UA4n0VA%26yaw%3D185.37184540603138!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI1MDkwMy4wIKXMDSoASAFQAw%3D%3D"